DEPTH(ft),AZM(deg),BIT(in),DIFP(psi),EW(ft),Gamma(gapi),INC(deg),NS(ft),ROP(ft / min),RPM(rpm),SPP(psi),TOR(ft_lb),TPO(gal / min),TVD(ft),WOB(klbs),MSE1(ksi),MSE2(ksi),MSE(ksi)
8008.5,155.3245,6.13,56.5,-384.4362433,,0.690833333,95.58103981,,,,,,7992.306782,,,,
8009,155.2939167,6.13,56.5,-384.4333692,,0.690972222,95.57563236,,,,,,7992.806763,,,,
8009.5,155.2633333,6.13,56.5,-384.4304951,,0.691111111,95.5702249,,,,,,7993.306694,,,,
8010,155.23275,6.13,56.5,-384.427621,,0.69125,95.56481745,,,,,,7993.806675,,,,
8010.5,155.2021667,6.13,56.5,-384.4247469,,0.691388889,95.55941,,,,,,7994.306607,,,,
8011,155.1715833,6.13,56.5,-384.4218729,,0.691527778,95.55400255,,,,,,7994.806588,,,,
8011.5,155.141,6.13,56.5,-384.4189988,,0.691666667,95.5485951,,,,,,7995.306569,,,,
8012,155.1104167,6.13,56.5,-384.4161247,,0.691805556,95.54318765,,,,,,7995.8065,,,,
8012.5,155.0798333,6.13,56.5,-384.4132506,,0.691944444,95.5377802,,,,,,7996.306481,,,,
8013,155.04925,6.13,56.5,-384.4103765,,0.692083333,95.53237275,,,,,,7996.806462,,,,
8013.5,155.0186667,6.13,56.5,-384.4075025,,0.692222222,95.5269653,,,,,,7997.306394,,,,
8014,154.9880833,6.13,56.5,-384.4046284,,0.692361111,95.52155785,,,,,,7997.806375,,,,
8014.5,154.9575,6.13,56.5,-384.4017543,,0.6925,95.5161504,,,,,,7998.306356,,,,
8015,154.9269167,6.13,56.5,-384.3988802,,0.692638889,95.51074295,,,,,,7998.806287,,,,
8015.5,154.8963333,6.13,56.5,-384.3960062,,0.692777778,95.5053355,,,,,,7999.306268,,,,
8016,154.86575,6.13,56.5,-384.3931321,,0.692916667,95.49992805,,,,,,7999.8062,,,,
8016.5,154.8351667,6.13,56.5,-384.390258,,0.693055556,95.4945206,,,,,,8000.306181,,,,
8017,154.8045833,6.13,56.5,-384.3873839,,0.693194444,95.48911315,,,,,,8000.806162,,,,
8017.5,154.774,6.13,56.5,-384.3845098,,0.693333333,95.4837057,,,,,,8001.306093,,,,
8018,154.7434167,6.13,56.5,-384.3816358,,0.693472222,95.47829824,,,,,,8001.806074,,,,
8018.5,154.7128333,6.13,56.5,-384.3787617,,0.693611111,95.47289079,,,,,,8002.306055,,,,
8019,154.68225,6.13,56.5,-384.3758876,,0.69375,95.46748334,,,,,,8002.805987,,,,
8019.5,154.6516667,6.13,56.5,-384.3730135,,0.693888889,95.46207589,,,,,,8003.305968,,,,
8020,154.6210833,6.13,56.5,-384.3701394,,0.694027778,95.45666844,,,,,,8003.805899,,,,
8020.5,154.5905,6.13,56.5,-384.3672654,,0.694166667,95.45126099,,,,,,8004.30588,,,,
8021,154.5599167,6.13,56.5,-384.3643913,,0.694305556,95.44585354,,,,,,8004.805861,,,,
8021.5,154.5293333,6.13,56.5,-384.3615172,,0.694444444,95.44044609,,,,,,8005.305793,,,,
8022,154.49875,6.13,56.5,-384.3586431,,0.694583333,95.43503864,,,,,,8005.805774,,,,
8022.5,154.4681667,6.13,56.5,-384.355769,,0.694722222,95.42963119,,,,,,8006.305755,,,,
8023,154.4375833,6.13,56.5,-384.352895,,0.694861111,95.42422374,,,,,,8006.805686,,,,
8023.5,154.407,6.13,56.5,-384.3500209,,0.695,95.41881629,,,,,,8007.305667,,,,
8024,154.3764167,6.13,56.5,-384.3471468,,0.695138889,95.41340884,,,,,,8007.805648,,,,
8024.5,154.3458333,6.13,56.5,-384.3442727,,0.695277778,95.40800139,,,,,,8008.30558,,,,
8025,154.31525,6.13,56.5,-384.3413986,,0.695416667,95.40259394,,,,,,8008.805561,,,,
8025.5,154.2846667,6.13,56.5,-384.3385246,,0.695555556,95.39718649,,,,,,8009.305492,,,,
8026,154.2540833,6.13,56.5,-384.3356505,,0.695694444,95.39177904,,,,,,8009.805473,,,,
8026.5,154.2235,6.13,56.5,-384.3327764,,0.695833333,95.38637159,,,,,,8010.305454,,,,
8027,154.1929167,6.13,56.5,-384.3299023,,0.695972222,95.38096413,,,,,,8010.805386,,,,
8027.5,154.1623333,6.13,56.5,-384.3270282,,0.696111111,95.37555668,,,,,,8011.305367,,,,
8028,154.13175,6.13,56.5,-384.3241542,,0.69625,95.37014923,,,,,,8011.805348,,,,
8028.5,154.1011667,6.13,56.5,-384.3212801,,0.696388889,95.36474178,,,,,,8012.305279,,,,
8029,154.0705833,6.13,56.5,-384.318406,,0.696527778,95.35933433,,,,,,8012.80526,,,,
8029.5,154.04,6.13,56.5,-384.3155319,,0.696666667,95.35392688,,,,,,8013.305241,,,,
8030,154.0094167,6.13,56.5,-384.3126578,,0.696805556,95.34851943,,,,,,8013.805173,,,,
8030.5,153.9788333,6.13,56.5,-384.3097838,,0.696944444,95.34311198,,,,,,8014.305154,,,,
8031,153.94825,6.13,56.5,-384.3069097,,0.697083333,95.33770453,,,,,,8014.805085,,,,
8031.5,153.9176667,6.13,56.5,-384.3040356,,0.697222222,95.33229708,,,,,,8015.305066,,,,
8032,153.8870833,6.13,56.5,-384.3011615,,0.697361111,95.32688963,,,,,,8015.805047,,,,
8032.5,153.8565,6.13,56.5,-384.2982875,,0.6975,95.32148218,,,,,,8016.304979,,,,
8033,153.8259167,6.13,56.5,-384.2954134,,0.697638889,95.31607473,,,,,,8016.80496,,,,
8033.5,153.7953333,6.13,56.5,-384.2925393,,0.697777778,95.31066728,,,,,,8017.304941,,,,
8034,153.76475,6.13,56.5,-384.2896652,,0.697916667,95.30525983,,,,,,8017.804872,,,,
8034.5,153.7341667,6.13,56.5,-384.2867911,,0.698055556,95.29985238,,,,,,8018.304853,,,,
8035,153.7035833,6.13,56.5,-384.2839171,,0.698194444,95.29444493,,,,,,8018.804784,,,,
8035.5,153.673,6.13,56.5,-384.281043,,0.698333333,95.28903747,,,,,,8019.304766,,,,
8036,153.6424167,6.13,56.5,-384.2781689,,0.698472222,95.28363002,,,,,,8019.804747,,,,
8036.5,153.6118333,6.13,56.5,-384.2752948,,0.698611111,95.27822257,,,,,,8020.304678,,,,
8037,153.58125,6.13,56.5,-384.2724207,,0.69875,95.27281512,,,,,,8020.804659,,,,
8037.5,153.5506667,6.13,56.5,-384.2695467,,0.698888889,95.26740767,,,,,,8021.30464,,,,
8038,153.5200833,6.13,56.5,-384.2666726,,0.699027778,95.26200022,,,,,,8021.804572,,,,
8038.5,153.4895,6.13,56.5,-384.2637985,,0.699166667,95.25659277,,,,,,8022.304553,,,,
8039,153.4589167,6.13,56.5,-384.2609244,,0.699305556,95.25118532,,,,,,8022.804484,,,,
8039.5,153.4283333,6.13,56.5,-384.2580503,,0.699444444,95.24577787,,,,,,8023.304465,,,,
8040,153.39775,6.13,56.5,-384.2551763,,0.699583333,95.24037042,,,,,,8023.804446,,,,
8040.5,153.3671667,6.13,56.5,-384.2523022,,0.699722222,95.23496297,,,,,,8024.304377,,,,
8041,153.3365833,6.13,56.5,-384.2494281,,0.699861111,95.22955552,,,,,,8024.804359,,,,
8041.5,153.306,6.13,56.5,-384.246554,,0.7,95.22414807,,,,,,8025.30434,,,,
8042,153.2754167,6.13,56.5,-384.2436799,,0.700138889,95.21874062,,,,,,8025.804271,,,,
8042.5,153.2448333,6.13,56.5,-384.2408059,,0.700277778,95.21333317,,,,,,8026.304252,,,,
8043,153.21425,6.13,56.5,-384.2379318,,0.700416667,95.20792572,,,,,,8026.804183,,,,
8043.5,153.1836667,6.13,56.5,-384.2350577,,0.700555556,95.20251827,,,,,,8027.304165,,,,
8044,153.1530833,6.13,56.5,-384.2321836,,0.700694444,95.19711081,,,,,,8027.804146,,,,
8044.5,153.1225,6.13,56.5,-384.2293095,,0.700833333,95.19170336,,,,,,8028.304077,,,,
8045,153.0919167,6.13,56.5,-384.2264355,,0.700972222,95.18629591,,,,,,8028.804058,,,,
8045.5,153.0613333,6.13,56.5,-384.2235614,,0.701111111,95.18088846,,,,,,8029.304039,,,,
8046,153.03075,6.13,56.5,-384.2206873,,0.70125,95.17548101,,,,,,8029.803971,,,,
8046.5,153.0001667,6.13,56.5,-384.2178132,,0.701388889,95.17007356,,,,,,8030.303952,,,,
8047,152.9695833,6.13,56.5,-384.2149391,,0.701527778,95.16466611,,,,,,8030.803883,,,,
8047.5,152.939,6.13,56.5,-384.2120651,,0.701666667,95.15925866,,,,,,8031.303864,,,,
8048,152.9084167,6.13,56.5,-384.209191,,0.701805556,95.15385121,,,,,,8031.803845,,,,
8048.5,152.8778333,6.13,56.5,-384.2063169,,0.701944444,95.14844376,,,,,,8032.303776,,,,
8049,152.84725,6.13,56.5,-384.2034428,,0.702083333,95.14303631,,,,,,8032.803758,,,,
8049.5,152.8166667,6.13,56.5,-384.2005687,,0.702222222,95.13762886,,,,,,8033.303739,,,,
8050,152.7860833,6.13,56.5,-384.1976947,,0.702361111,95.13222141,,,,,,8033.80367,,,,
8050.5,152.7555,6.13,56.5,-384.1948206,,0.7025,95.12681396,,,,,,8034.303651,,,,
8051,152.7249167,6.13,56.5,-384.1919465,,0.702638889,95.12140651,,,,,,8034.803582,,,,
8051.5,152.6943333,6.13,56.5,-384.1890724,,0.702777778,95.11599906,,,,,,8035.303564,,,,
8052,152.66375,6.13,56.5,-384.1861984,,0.702916667,95.11059161,,,,,,8035.803545,,,,
8052.5,152.6331667,6.13,56.5,-384.1833243,,0.703055556,95.10518416,,,,,,8036.303476,,,,
8053,152.6025833,6.13,56.5,-384.1804502,,0.703194444,95.0997767,,,,,,8036.803457,,,,
8053.5,152.572,6.13,56.5,-384.1775761,,0.703333333,95.09436925,,,,,,8037.303438,,,,
8054,152.5414167,6.13,56.5,-384.174702,,0.703472222,95.0889618,,,,,,8037.803369,,,,
8054.5,152.5108333,6.13,56.5,-384.171828,,0.703611111,95.08355435,,,,,,8038.303351,,,,
8055,152.48025,6.13,56.5,-384.1689539,,0.70375,95.0781469,,,,,,8038.803282,,,,
8055.5,152.4496667,6.13,56.5,-384.1660798,,0.703888889,95.07273945,,,,,,8039.303263,,,,
8056,152.4190833,6.13,56.5,-384.1632057,,0.704027778,95.067332,,,,,,8039.803244,,,,
8056.5,152.3885,6.13,56.5,-384.1603316,,0.704166667,95.06192455,,,,,,8040.303175,,,,
8057,152.3579167,6.13,56.5,-384.1574576,,0.704305556,95.0565171,,,,,,8040.803157,,,,
8057.5,152.3273333,6.13,56.5,-384.1545835,,0.704444444,95.05110965,,,,,,8041.303138,,,,
8058,152.29675,6.13,56.5,-384.1517094,,0.704583333,95.0457022,,,,,,8041.803069,,,,
8058.5,152.2661667,6.13,56.5,-384.1488353,,0.704722222,95.04029475,,,,,,8042.30305,,,,
8059,152.2355833,6.13,56.5,-384.1459612,,0.704861111,95.0348873,,,,,,8042.802981,,,,
8059.5,152.205,6.13,56.5,-384.1430872,,0.705,95.02947985,,,,,,8043.302962,,,,
8060,152.1744167,6.13,56.5,-384.1402131,,0.705138889,95.0240724,,,,,,8043.802944,,,,
8060.5,152.1438333,6.13,56.5,-384.137339,,0.705277778,95.01866495,,,,,,8044.302875,,,,
8061,152.11325,6.13,56.5,-384.1344649,,0.705416667,95.0132575,,,,,,8044.802856,,,,
8061.5,152.0826667,6.13,56.5,-384.1315908,,0.705555556,95.00785004,,,,,,8045.302837,,,,
8062,152.0520833,6.13,56.5,-384.1287168,,0.705694444,95.00244259,,,,,,8045.802768,,,,
8062.5,152.0215,6.13,56.5,-384.1258427,,0.705833333,94.99703514,,,,,,8046.30275,,,,
8063,151.9909167,6.13,56.5,-384.1229686,,0.705972222,94.99162769,,,,,,8046.802681,,,,
8063.5,151.9603333,6.13,56.5,-384.1200945,,0.706111111,94.98622024,,,,,,8047.302662,,,,
8064,151.92975,6.13,56.5,-384.1172204,,0.70625,94.98081279,,,,,,8047.802643,,,,
8064.5,151.8991667,6.13,56.5,-384.1143464,,0.706388889,94.97540534,,,,,,8048.302574,,,,
8065,151.8685833,6.13,56.5,-384.1114723,,0.706527778,94.96999789,,,,,,8048.802555,,,,
8065.5,151.838,6.13,56.5,-384.1085982,,0.706666667,94.96459044,,,,,,8049.302537,,,,
8066,151.8074167,6.13,56.5,-384.1057241,,0.706805556,94.95918299,,,,,,8049.802468,,,,
8066.5,151.7768333,6.13,56.5,-384.10285,,0.706944444,94.95377554,,,,,,8050.302449,,,,
8067,151.74625,6.13,56.5,-384.099976,,0.707083333,94.94836809,,,,,,8050.80238,,,,
8067.5,151.7156667,6.13,56.5,-384.0971019,,0.707222222,94.94296064,,,,,,8051.302361,,,,
8068,151.6850833,6.13,56.5,-384.0942278,,0.707361111,94.93755319,,,,,,8051.802343,,,,
8068.5,151.6545,6.13,56.5,-384.0913537,,0.7075,94.93214574,,,,,,8052.302274,,,,
8069,151.6239167,6.13,56.5,-384.0884797,,0.707638889,94.92673829,,,,,,8052.802255,,,,
8069.5,151.5933333,6.13,56.5,-384.0856056,,0.707777778,94.92133084,,,,,,8053.302186,,,,
8070,151.56275,6.13,56.5,-384.0827315,,0.707916667,94.91592339,,,,,,8053.802167,,,,
8070.5,151.5321667,6.13,56.5,-384.0798574,,0.708055556,94.91051593,,,,,,8054.302148,,,,
8071,151.5015833,6.13,56.5,-384.0769833,,0.708194444,94.90510848,,,,,,8054.80208,,,,
8071.5,151.471,6.13,56.5,-384.0741093,,0.708333333,94.89970103,,,,,,8055.302061,,,,
8072,151.4404167,6.13,56.5,-384.0712352,,0.708472222,94.89429358,,,,,,8055.802042,,,,
8072.5,151.4098333,6.13,56.5,-384.0683611,,0.708611111,94.88888613,,,,,,8056.301973,,,,
8073,151.37925,6.13,56.5,-384.065487,,0.70875,94.88347868,,,,,,8056.801954,,,,
8073.5,151.3486667,6.13,56.5,-384.0626129,,0.708888889,94.87807123,,,,,,8057.301886,,,,
8074,151.3180833,6.13,56.5,-384.0597389,,0.709027778,94.87266378,,,,,,8057.801867,,,,
8074.5,151.2875,6.13,56.5,-384.0568648,,0.709166667,94.86725633,,,,,,8058.301848,,,,
8075,151.2569167,6.13,56.5,-384.0539907,,0.709305556,94.86184888,,,,,,8058.801779,,,,
8075.5,151.2263333,6.13,56.5,-384.0511166,,0.709444444,94.85644143,,,,,,8059.30176,,,,
8076,151.19575,6.13,56.5,-384.0482425,,0.709583333,94.85103398,,,,,,8059.801741,,,,
8076.5,151.1651667,6.13,56.5,-384.0453685,,0.709722222,94.84562653,,,,,,8060.301673,,,,
8077,151.1345833,6.13,56.5,-384.0424944,,0.709861111,94.84021908,,,,,,8060.801654,,,,
8077.5,151.104,6.13,56.5,-384.0396203,,0.71,94.83481163,,,,,,8061.301585,,,,
8078,151.0734167,6.13,56.5,-384.0367462,,0.710138889,94.82940418,,,,,,8061.801566,,,,
8078.5,151.0428333,6.13,56.5,-384.0338721,,0.710277778,94.82399673,,,,,,8062.301547,,,,
8079,151.01225,6.13,56.5,-384.0309981,,0.710416667,94.81858927,,,,,,8062.801479,,,,
8079.5,150.9816667,6.13,56.5,-384.028124,,0.710555556,94.81318182,,,,,,8063.30146,,,,
8080,150.9510833,6.13,56.5,-384.0252499,,0.710694444,94.80777437,,,,,,8063.801391,,,,
8080.5,150.9205,6.13,56.5,-384.0223758,,0.710833333,94.80236692,,,,,,8064.301372,,,,
8081,150.8899167,6.13,56.5,-384.0195017,,0.710972222,94.79695947,,,,,,8064.801353,,,,
8081.5,150.8593333,6.13,56.5,-384.0166277,,0.711111111,94.79155202,,,,,,8065.301284,,,,
8082,150.82875,6.13,56.5,-384.0137536,,0.71125,94.78614457,,,,,,8065.801266,,,,
8082.5,150.7981667,6.13,56.5,-384.0108795,,0.711388889,94.78073712,,,,,,8066.301197,,,,
8083,150.7675833,6.13,56.5,-384.0080054,,0.711527778,94.77532967,,,,,,8066.801178,,,,
8083.5,150.737,6.13,56.5,-384.0051313,,0.711666667,94.76992222,,,,,,8067.301159,,,,
8084,150.7064167,6.13,56.5,-384.0022573,,0.711805556,94.76451477,,,,,,8067.80109,,,,
8084.5,150.6758333,6.13,56.5,-383.9993832,,0.711944444,94.75910732,,,,,,8068.301072,,,,
8085,150.64525,6.13,56.5,-383.9965091,,0.712083333,94.75369987,,,,,,8068.801053,,,,
8085.5,150.6146667,6.13,56.5,-383.993635,,0.712222222,94.74829242,,,,,,8069.300984,,,,
8086,150.5840833,6.13,56.5,-383.990761,,0.712361111,94.74288497,,,,,,8069.800965,,,,
8086.5,150.5535,6.13,56.5,-383.9878869,,0.7125,94.73747752,,,,,,8070.300896,,,,
8087,150.5229167,6.13,56.5,-383.9850128,,0.712638889,94.73207007,,,,,,8070.800878,,,,
8087.5,150.4923333,6.13,56.5,-383.9821387,,0.712777778,94.72666262,,,,,,8071.300859,,,,
8088,150.46175,6.13,56.5,-383.9792646,,0.712916667,94.72125516,,,,,,8071.80079,,,,
8088.5,150.4311667,6.13,56.5,-383.9763906,,0.713055556,94.71584771,,,,,,8072.300771,,,,
8089,150.4005833,6.13,56.5,-383.9735165,,0.713194444,94.71044026,,,,,,8072.800702,,,,
8089.5,150.37,6.13,56.5,-383.9706424,,0.713333333,94.70503281,,,,,,8073.300683,,,,
8090,150.3394167,6.13,56.5,-383.9677683,,0.713472222,94.69962536,,,,,,8073.800665,,,,
8090.5,150.3088333,6.13,56.5,-383.9648942,,0.713611111,94.69421791,,,,,,8074.300596,,,,
8091,150.27825,6.13,56.5,-383.9620202,,0.71375,94.68881046,,,,,,8074.800577,,,,
8091.5,150.2476667,6.13,56.5,-383.9591461,,0.713888889,94.68340301,,,,,,8075.300508,,,,
8092,150.2170833,6.13,56.5,-383.956272,,0.714027778,94.67799556,,,,,,8075.800489,,,,
8092.5,150.1865,6.13,56.5,-383.9533979,,0.714166667,94.67258811,,,,,,8076.300471,,,,
8093,150.1559167,6.13,56.5,-383.9505238,,0.714305556,94.66718066,,,,,,8076.800402,,,,
8093.5,150.1253333,6.13,56.5,-383.9476498,,0.714444444,94.66177321,,,,,,8077.300383,,,,
8094,150.09475,6.13,56.5,-383.9447757,,0.714583333,94.65636576,,,,,,8077.800364,,,,
8094.5,150.0641667,6.13,56.5,-383.9419016,,0.714722222,94.65095831,,,,,,8078.300295,,,,
8095,150.0335833,6.13,56.5,-383.9390275,,0.714861111,94.64555086,,,,,,8078.800276,,,,
8095.5,150.003,6.13,56.5,-383.9361534,,0.715,94.64014341,,,,,,8079.300208,,,,
8096,149.9724167,6.13,56.5,-383.9332794,,0.715138889,94.63473596,,,,,,8079.800189,,,,
8096.5,149.9418333,6.13,56.5,-383.9304053,,0.715277778,94.6293285,,,,,,8080.30017,,,,
8097,149.91125,6.13,56.5,-383.9275312,,0.715416667,94.62392105,,,,,,8080.800101,,,,
8097.5,149.8806667,6.13,56.5,-383.9246571,,0.715555556,94.6185136,,,,,,8081.300082,,,,
8098,149.8500833,6.13,56.5,-383.921783,,0.715694444,94.61310615,,,,,,8081.800064,,,,
8098.5,149.8195,6.13,56.5,-383.918909,,0.715833333,94.6076987,,,,,,8082.299995,,,,
8099,149.7889167,6.13,56.5,-383.9160349,,0.715972222,94.60229125,,,,,,8082.799976,,,,
8099.5,149.7583333,6.13,56.5,-383.9131608,,0.716111111,94.5968838,,,,,,8083.299907,,,,
8100,149.72775,6.13,56.5,-383.9102867,,0.71625,94.59147635,,,,,,8083.799888,,,,
8100.5,149.6971667,6.13,56.5,-383.9074126,,0.716388889,94.5860689,,,,,,8084.299869,,,,
8101,149.6665833,6.13,56.5,-383.9045386,,0.716527778,94.58066145,,,,,,8084.799801,,,,
8101.5,149.636,6.13,56.5,-383.9016645,,0.716666667,94.575254,,,,,,8085.299782,,,,
8102,149.6054167,6.13,56.5,-383.8987904,,0.716805556,94.56984655,,,,,,8085.799713,,,,
8102.5,149.5748333,6.13,56.5,-383.8959163,,0.716944444,94.5644391,,,,,,8086.299694,,,,
8103,149.54425,6.13,56.5,-383.8930423,,0.717083333,94.55903165,,,,,,8086.799675,,,,
8103.5,149.5136667,6.13,56.5,-383.8901682,,0.717222222,94.5536242,,,,,,8087.299607,,,,
8104,149.4830833,6.13,56.5,-383.8872941,,0.717361111,94.54821675,,,,,,8087.799588,,,,
8104.5,149.4525,6.13,56.5,-383.88442,,0.7175,94.5428093,,,,,,8088.299519,,,,
8105,149.4219167,6.13,56.5,-383.8815459,,0.717638889,94.53740185,,,,,,8088.7995,,,,
8105.5,149.3913333,6.13,56.5,-383.8786719,,0.717777778,94.53199439,,,,,,8089.299431,,,,
8106,149.36075,6.13,56.5,-383.8757978,,0.717916667,94.52658694,,,,,,8089.799412,,,,
8106.5,149.3301667,6.13,56.5,-383.8729237,,0.718055556,94.52117949,,,,,,8090.299394,,,,
8107,149.2995833,6.13,56.5,-383.8700496,,0.718194444,94.51577204,,,,,,8090.799325,,,,
8107.5,149.269,6.13,56.5,-383.8671755,,0.718333333,94.51036459,,,,,,8091.299306,,,,
8108,149.2384167,6.13,56.5,-383.8643015,,0.718472222,94.50495714,,,,,,8091.799287,,,,
8108.5,149.2078333,6.13,56.5,-383.8614274,,0.718611111,94.49954969,,,,,,8092.299218,,,,
8109,149.17725,6.13,56.5,-383.8585533,,0.71875,94.49414224,,,,,,8092.7992,,,,
8109.5,149.1466667,6.13,56.5,-383.8556792,,0.718888889,94.48873479,,,,,,8093.299131,,,,
8110,149.1160833,6.13,56.5,-383.8528051,,0.719027778,94.48332734,,,,,,8093.799112,,,,
8110.5,149.0855,6.13,56.5,-383.8499311,,0.719166667,94.47791989,,,,,,8094.299093,,,,
8111,149.0549167,6.13,56.5,-383.847057,,0.719305556,94.47251244,,,,,,8094.799024,,,,
8111.5,149.0243333,6.13,56.5,-383.8441829,,0.719444444,94.46710499,,,,,,8095.299005,,,,
8112,148.99375,6.13,56.5,-383.8413088,,0.719583333,94.46169754,,,,,,8095.798987,,,,
8112.5,148.9631667,6.13,56.5,-383.8384347,,0.719722222,94.45629009,,,,,,8096.298918,,,,
8113,148.9325833,6.13,56.5,-383.8355607,,0.719861111,94.45088264,,,,,,8096.798899,,,,
8113.5,148.902,6.13,56.5,-383.8326866,,0.72,94.44547519,,,,,,8097.29883,,,,
8114,148.8714167,6.13,56.5,-383.8298125,,0.720138889,94.44006773,,,,,,8097.798811,,,,
8114.5,148.8408333,6.13,56.5,-383.8269384,,0.720277778,94.43466028,,,,,,8098.298743,,,,
8115,148.81025,6.13,56.5,-383.8240643,,0.720416667,94.42925283,,,,,,8098.798724,,,,
8115.5,148.7796667,6.13,56.5,-383.8211903,,0.720555556,94.42384538,,,,,,8099.298705,,,,
8116,148.7490833,6.13,56.5,-383.8183162,,0.720694444,94.41843793,,,,,,8099.798636,,,,
8116.5,148.7185,6.13,56.5,-383.8154421,,0.720833333,94.41303048,,,,,,8100.298617,,,,
8117,148.6879167,6.13,56.5,-383.812568,,0.720972222,94.40762303,,,,,,8100.798548,,,,
8117.5,148.6573333,6.13,56.5,-383.8096939,,0.721111111,94.40221558,,,,,,8101.29853,,,,
8118,148.62675,6.13,56.5,-383.8068199,,0.72125,94.39680813,,,,,,8101.798511,,,,
8118.5,148.5961667,6.13,56.5,-383.8039458,,0.721388889,94.39140068,,,,,,8102.298442,,,,
8119,148.5655833,6.13,56.5,-383.8010717,,0.721527778,94.38599323,,,,,,8102.798423,,,,
8119.5,148.535,6.13,56.5,-383.7981976,,0.721666667,94.38058578,,,,,,8103.298404,,,,
8120,148.5044167,6.13,56.5,-383.7953236,,0.721805556,94.37517833,,,,,,8103.798336,,,,
8120.5,148.4738333,6.13,56.5,-383.7924495,,0.721944444,94.36977088,,,,,,8104.298317,,,,
8121,148.44325,6.13,56.5,-383.7895754,,0.722083333,94.36436343,,,,,,8104.798248,,,,
8121.5,148.4126667,6.13,56.5,-383.7867013,,0.722222222,94.35895598,,,,,,8105.298229,,,,
8122,148.3820833,6.13,56.5,-383.7838272,,0.722361111,94.35354853,,,,,,8105.79821,,,,
8122.5,148.3515,6.13,56.5,-383.7809532,,0.7225,94.34814107,,,,,,8106.298142,,,,
8123,148.3209167,6.13,56.5,-383.7780791,,0.722638889,94.34273362,,,,,,8106.798123,,,,
8123.5,148.2903333,6.13,56.5,-383.775205,,0.722777778,94.33732617,,,,,,8107.298054,,,,
8124,148.25975,6.13,56.5,-383.7723309,,0.722916667,94.33191872,,,,,,8107.798035,,,,
8124.5,148.2291667,6.13,56.5,-383.7694568,,0.723055556,94.32651127,,,,,,8108.298016,,,,
8125,148.1985833,6.13,56.5,-383.7665828,,0.723194444,94.32110382,,,,,,8108.797947,,,,
8125.5,148.168,6.13,56.5,-383.7637087,,0.723333333,94.31569637,,,,,,8109.297929,,,,
8126,148.1374167,6.13,56.5,-383.7608346,,0.723472222,94.31028892,,,,,,8109.79786,,,,
8126.5,148.1068333,6.13,56.5,-383.7579605,,0.723611111,94.30488147,,,,,,8110.297841,,,,
8127,148.07625,6.13,56.5,-383.7550864,,0.72375,94.29947402,,,,,,8110.797822,,,,
8127.5,148.0456667,6.13,56.5,-383.7522124,,0.723888889,94.29406657,,,,,,8111.297753,,,,
8128,148.0150833,6.13,56.5,-383.7493383,,0.724027778,94.28865912,,,,,,8111.797735,,,,
8128.5,147.9845,6.13,56.5,-383.7464642,,0.724166667,94.28325167,,,,,,8112.297666,,,,
8129,147.9539167,6.13,56.5,-383.7435901,,0.724305556,94.27784422,,,,,,8112.797647,,,,
8129.5,147.9233333,6.13,56.5,-383.740716,,0.724444444,94.27243677,,,,,,8113.297628,,,,
8130,147.89275,6.13,56.5,-383.737842,,0.724583333,94.26702932,,,,,,8113.797559,,,,
8130.5,147.8621667,6.13,56.5,-383.7349679,,0.724722222,94.26162187,,,,,,8114.29754,,,,
8131,147.8315833,6.13,56.5,-383.7320938,,0.724861111,94.25621442,,,,,,8114.797472,,,,
8131.5,147.801,6.13,56.5,-383.7292197,,0.725,94.25080696,,,,,,8115.297453,,,,
8132,147.7704167,6.13,56.5,-383.7263456,,0.725138889,94.24539951,,,,,,8115.797434,,,,
8132.5,147.7398333,6.13,56.5,-383.7234716,,0.725277778,94.23999206,,,,,,8116.297365,,,,
8133,147.70925,6.13,56.5,-383.7205975,,0.725416667,94.23458461,,,,,,8116.797346,,,,
8133.5,147.6786667,6.13,56.5,-383.7177234,,0.725555556,94.22917716,,,,,,8117.297278,,,,
8134,147.6480833,6.13,56.5,-383.7148493,,0.725694444,94.22376971,,,,,,8117.797259,,,,
8134.5,147.6175,6.13,56.5,-383.7119752,,0.725833333,94.21836226,,,,,,8118.29724,,,,
8135,147.5869167,6.13,56.5,-383.7091012,,0.725972222,94.21295481,,,,,,8118.797171,,,,
8135.5,147.5563333,6.13,56.5,-383.7062271,,0.726111111,94.20754736,,,,,,8119.297152,,,,
8136,147.52575,6.13,56.5,-383.703353,,0.72625,94.20213991,,,,,,8119.797083,,,,
8136.5,147.4951667,6.13,56.5,-383.7004789,,0.726388889,94.19673246,,,,,,8120.297065,,,,
8137,147.4645833,6.13,56.5,-383.6976049,,0.726527778,94.19132501,,,,,,8120.797046,,,,
8137.5,147.434,6.13,56.5,-383.6947308,,0.726666667,94.18591756,,,,,,8121.296977,,,,
8138,147.4034167,6.13,56.5,-383.6918567,,0.726805556,94.18051011,,,,,,8121.796958,,,,
8138.5,147.3728333,6.13,56.5,-383.6889826,,0.726944444,94.17510266,,,,,,8122.296889,,,,
8139,147.34225,6.13,56.5,-383.6861085,,0.727083333,94.16969521,,,,,,8122.796871,,,,
8139.5,147.3116667,6.13,56.5,-383.6832345,,0.727222222,94.16428776,,,,,,8123.296852,,,,
8140,147.2810833,6.13,56.5,-383.6803604,,0.727361111,94.1588803,,,,,,8123.796783,,,,
