DEPTH(ft),AZM(deg),BIT(in),DIFP(psi),EW(ft),Gamma(gapi),INC(deg),NS(ft),ROP(ft / min),RPM(rpm),SPP(psi),TOR(ft_lb),TPO(gal / min),TVD(ft),WOB(klbs),MSE1(ksi),MSE2(ksi),MSE(ksi)
4432,293.0513889,,,-290.7109044,,3.642944444,85.26232655,,,,,,4417.880088,,,,
4432.5,293.06,,,-290.7424212,,3.64,85.27520913,,,,,,4418.378925,,,,
4433,293.0575,,,-290.7692241,,3.636611111,85.28650663,,,,,,4418.878076,,,,
4433.5,293.055,,,-290.796027,,3.633222222,85.29780412,,,,,,4419.377227,,,,
4434,293.0525,,,-290.8228299,,3.629833333,85.30910162,,,,,,4419.876378,,,,
4434.5,293.05,,,-290.8496328,,3.626444444,85.32039911,,,,,,4420.375529,,,,
4435,293.0475,,,-290.8764357,,3.623055556,85.33169661,,,,,,4420.87468,,,,
4435.5,293.045,,,-290.9032386,,3.619666667,85.3429941,,,,,,4421.37383,,,,
4436,293.0425,,,-290.9300415,,3.616277778,85.3542916,,,,,,4421.872981,,,,
4436.5,293.04,,,-290.9568444,,3.612888889,85.36558909,,,,,,4422.372132,,,,
4437,293.0375,,,-290.9836473,,3.6095,85.37688659,,,,,,4422.871283,,,,
4437.5,293.035,,,-291.0104502,,3.606111111,85.38818408,,,,,,4423.370434,,,,
4438,293.0325,,,-291.0372531,,3.602722222,85.39948158,,,,,,4423.869585,,,,
4438.5,293.03,,,-291.064056,,3.599333333,85.41077907,,,,,,4424.368736,,,,
4439,293.0275,,,-291.0908589,,3.595944444,85.42207657,,,,,,4424.867887,,,,
4439.5,293.025,,,-291.1176618,,3.592555556,85.43337406,,,,,,4425.367038,,,,
4440,293.0225,,,-291.1444647,,3.589166667,85.44467155,,,,,,4425.866188,,,,
4440.5,293.02,,,-291.1712676,,3.585777778,85.45596905,,,,,,4426.365339,,,,
4441,293.0175,,,-291.1980705,,3.582388889,85.46726654,,,,,,4426.86449,,,,
4441.5,293.015,,,-291.2248734,,3.579,85.47856404,,,,,,4427.363641,,,,
4442,293.0125,,,-291.2516763,,3.575611111,85.48986153,,,,,,4427.862792,,,,
4442.5,293.01,,,-291.2784792,,3.572222222,85.50115903,,,,,,4428.361943,,,,
4443,293.0075,,,-291.3052821,,3.568833333,85.51245652,,,,,,4428.861094,,,,
4443.5,293.005,,,-291.332085,,3.565444444,85.52375402,,,,,,4429.360245,,,,
4444,293.0025,,,-291.3588879,,3.562055556,85.53505151,,,,,,4429.859395,,,,
4444.5,293,,,-291.3856908,,3.558666667,85.54634901,,,,,,4430.358546,,,,
4445,292.9975,,,-291.4124937,,3.555277778,85.5576465,,,,,,4430.857697,,,,
4445.5,292.995,,,-291.4392966,,3.551888889,85.568944,,,,,,4431.356848,,,,
4446,292.9925,,,-291.4660995,,3.5485,85.58024149,,,,,,4431.855999,,,,
4446.5,292.99,,,-291.4929024,,3.545111111,85.59153899,,,,,,4432.35515,,,,
4447,292.9875,,,-291.5197053,,3.541722222,85.60283648,,,,,,4432.854301,,,,
4447.5,292.985,,,-291.5465082,,3.538333333,85.61413398,,,,,,4433.353452,,,,
4448,292.9825,,,-291.5733111,,3.534944444,85.62543147,,,,,,4433.852603,,,,
4448.5,292.98,,,-291.600114,,3.531555556,85.63672896,,,,,,4434.351753,,,,
4449,292.9775,,,-291.6269169,,3.528166667,85.64802646,,,,,,4434.850904,,,,
4449.5,292.975,,,-291.6537198,,3.524777778,85.65932395,,,,,,4435.350055,,,,
4450,292.9725,,,-291.6805227,,3.521388889,85.67062145,,,,,,4435.849206,,,,
4450.5,292.97,,,-291.7073256,,3.518,85.68191894,,,,,,4436.348357,,,,
4451,292.9675,,,-291.7341285,,3.514611111,85.69321644,,,,,,4436.847508,,,,
4451.5,292.965,,,-291.7609314,,3.511222222,85.70451393,,,,,,4437.346659,,,,
4452,292.9625,,,-291.7877343,,3.507833333,85.71581143,,,,,,4437.84581,,,,
4452.5,292.96,,,-291.8145372,,3.504444444,85.72710892,,,,,,4438.344961,,,,
4453,292.9575,,,-291.8413401,,3.501055556,85.73840642,,,,,,4438.844111,,,,
4453.5,292.955,,,-291.868143,,3.497666667,85.74970391,,,,,,4439.343262,,,,
4454,292.9525,,,-291.8949459,,3.494277778,85.76100141,,,,,,4439.842413,,,,
4454.5,292.95,,,-291.9217488,,3.490888889,85.7722989,,,,,,4440.341564,,,,
4455,292.9475,,,-291.9485517,,3.4875,85.7835964,,,,,,4440.840715,,,,
4455.5,292.945,,,-291.9753546,,3.484111111,85.79489389,,,,,,4441.339866,,,,
4456,292.9425,,,-292.0021575,,3.480722222,85.80619138,,,,,,4441.839017,,,,
4456.5,292.94,,,-292.0289604,,3.477333333,85.81748888,,,,,,4442.338168,,,,
4457,292.9375,,,-292.0557633,,3.473944444,85.82878637,,,,,,4442.837318,,,,
4457.5,292.935,,,-292.0825662,,3.470555556,85.84008387,,,,,,4443.336469,,,,
4458,292.9325,,,-292.1093691,,3.467166667,85.85138136,,,,,,4443.83562,,,,
4458.5,292.93,,,-292.136172,,3.463777778,85.86267886,,,,,,4444.334771,,,,
4459,292.9275,,,-292.1629749,,3.460388889,85.87397635,,,,,,4444.833922,,,,
4459.5,292.925,,,-292.1897778,,3.457,85.88527385,,,,,,4445.333073,,,,
4460,292.9225,,,-292.2165807,,3.453611111,85.89657134,,,,,,4445.832224,,,,
4460.5,292.92,,,-292.2433836,,3.450222222,85.90786884,,,,,,4446.331375,,,,
4461,292.9175,,,-292.2701865,,3.446833333,85.91916633,,,,,,4446.830526,,,,
4461.5,292.915,,,-292.2969894,,3.443444444,85.93046383,,,,,,4447.329676,,,,
4462,292.9125,,,-292.3237923,,3.440055556,85.94176132,,,,,,4447.828827,,,,
4462.5,292.91,,,-292.3505952,,3.436666667,85.95305882,,,,,,4448.327978,,,,
4463,292.9075,,,-292.3773981,,3.433277778,85.96435631,,,,,,4448.827129,,,,
4463.5,292.905,,,-292.404201,,3.429888889,85.97565381,,,,,,4449.32628,,,,
4464,292.9025,,,-292.4310039,,3.4265,85.9869513,,,,,,4449.825431,,,,
4464.5,292.9,,,-292.4578068,,3.423111111,85.99824879,,,,,,4450.324582,,,,
4465,292.8975,,,-292.4846097,,3.419722222,86.00954629,,,,,,4450.823733,,,,
4465.5,292.895,,,-292.5114126,,3.416333333,86.02084378,,,,,,4451.322884,,,,
4466,292.8925,,,-292.5382155,,3.412944444,86.03214128,,,,,,4451.822034,,,,
4466.5,292.89,,,-292.5650184,,3.409555556,86.04343877,,,,,,4452.321185,,,,
4467,292.8875,,,-292.5918213,,3.406166667,86.05473627,,,,,,4452.820336,,,,
4467.5,292.885,,,-292.6186242,,3.402777778,86.06603376,,,,,,4453.319487,,,,
4468,292.8825,,,-292.6454271,,3.399388889,86.07733126,,,,,,4453.818638,,,,
4468.5,292.88,,,-292.67223,,3.396,86.08862875,,,,,,4454.317789,,,,
4469,292.8775,,,-292.6990329,,3.392611111,86.09992625,,,,,,4454.81694,,,,
4469.5,292.875,,,-292.7258358,,3.389222222,86.11122374,,,,,,4455.316091,,,,
4470,292.8725,,,-292.7526387,,3.385833333,86.12252124,,,,,,4455.815241,,,,
4470.5,292.87,,,-292.7794416,,3.382444444,86.13381873,,,,,,4456.314392,,,,
4471,292.8675,,,-292.8062445,,3.379055556,86.14511623,,,,,,4456.813543,,,,
4471.5,292.865,,,-292.8330474,,3.375666667,86.15641372,,,,,,4457.312694,,,,
4472,292.8625,,,-292.8598503,,3.372277778,86.16771121,,,,,,4457.811845,,,,
4472.5,292.86,,,-292.8866532,,3.368888889,86.17900871,,,,,,4458.310996,,,,
4473,292.8575,,,-292.9134561,,3.3655,86.1903062,,,,,,4458.810147,,,,
4473.5,292.855,,,-292.940259,,3.362111111,86.2016037,,,,,,4459.309298,,,,
4474,292.8525,,,-292.9670619,,3.358722222,86.21290119,,,,,,4459.808449,,,,
4474.5,292.85,,,-292.9938648,,3.355333333,86.22419869,,,,,,4460.307599,,,,
4475,292.8475,,,-293.0206677,,3.351944444,86.23549618,,,,,,4460.80675,,,,
4475.5,292.845,,,-293.0474706,,3.348555556,86.24679368,,,,,,4461.305901,,,,
4476,292.8425,,,-293.0742735,,3.345166667,86.25809117,,,,,,4461.805052,,,,
4476.5,292.84,,,-293.1010764,,3.341777778,86.26938867,,,,,,4462.304203,,,,
4477,292.8375,,,-293.1278793,,3.338388889,86.28068616,,,,,,4462.803354,,,,
4477.5,292.835,,,-293.1546822,,3.335,86.29198366,,,,,,4463.302505,,,,
4478,292.8325,,,-293.1814851,,3.331611111,86.30328115,,,,,,4463.801656,,,,
4478.5,292.83,,,-293.208288,,3.328222222,86.31457865,,,,,,4464.300807,,,,
4479,292.8275,,,-293.2350909,,3.324833333,86.32587614,,,,,,4464.799957,,,,
4479.5,292.825,,,-293.2618938,,3.321444444,86.33717364,,,,,,4465.299108,,,,
4480,292.8225,,,-293.2886967,,3.318055556,86.34847113,,,,,,4465.798259,,,,
4480.5,292.82,,,-293.3154996,,3.314666667,86.35976862,,,,,,4466.29741,,,,
4481,292.8175,,,-293.3423025,,3.311277778,86.37106612,,,,,,4466.796561,,,,
4481.5,292.815,,,-293.3691054,,3.307888889,86.38236361,,,,,,4467.295712,,,,
4482,292.8125,,,-293.3959083,,3.3045,86.39366111,,,,,,4467.794863,,,,
4482.5,292.81,,,-293.4227112,,3.301111111,86.4049586,,,,,,4468.294014,,,,
4483,292.8075,,,-293.4495141,,3.297722222,86.4162561,,,,,,4468.793164,,,,
4483.5,292.805,,,-293.476317,,3.294333333,86.42755359,,,,,,4469.292315,,,,
4484,292.8025,,,-293.5031199,,3.290944444,86.43885109,,,,,,4469.791466,,,,
4484.5,292.8,,,-293.5299228,,3.287555556,86.45014858,,,,,,4470.290617,,,,
4485,292.7975,,,-293.5567257,,3.284166667,86.46144608,,,,,,4470.789768,,,,
4485.5,292.795,,,-293.5835286,,3.280777778,86.47274357,,,,,,4471.288919,,,,
4486,292.7925,,,-293.6103315,,3.277388889,86.48404107,,,,,,4471.78807,,,,
4486.5,292.79,,,-293.6371344,,3.274,86.49533856,,,,,,4472.287221,,,,
4487,292.7875,,,-293.6639373,,3.270611111,86.50663606,,,,,,4472.786372,,,,
4487.5,292.785,,,-293.6907402,,3.267222222,86.51793355,,,,,,4473.285522,,,,
4488,292.7825,,,-293.7175431,,3.263833333,86.52923104,,,,,,4473.784673,,,,
4488.5,292.78,,,-293.744346,,3.260444444,86.54052854,,,,,,4474.283824,,,,
4489,292.7775,,,-293.7711489,,3.257055556,86.55182603,,,,,,4474.782975,,,,
4489.5,292.775,,,-293.7979518,,3.253666667,86.56312353,,,,,,4475.282126,,,,
4490,292.7725,,,-293.8247547,,3.250277778,86.57442102,,,,,,4475.781277,,,,
4490.5,292.77,,,-293.8515576,,3.246888889,86.58571852,,,,,,4476.280428,,,,
4491,292.7675,,,-293.8783605,,3.2435,86.59701601,,,,,,4476.779579,,,,
4491.5,292.765,,,-293.9051634,,3.240111111,86.60831351,,,,,,4477.27873,,,,
4492,292.7625,,,-293.9319663,,3.236722222,86.619611,,,,,,4477.77788,,,,
4492.5,292.76,,,-293.9587692,,3.233333333,86.6309085,,,,,,4478.277031,,,,
4493,292.7575,,,-293.9855721,,3.229944444,86.64220599,,,,,,4478.776182,,,,
4493.5,292.755,,,-294.012375,,3.226555556,86.65350349,,,,,,4479.275333,,,,
4494,292.7525,,,-294.0391779,,3.223166667,86.66480098,,,,,,4479.774484,,,,
4494.5,292.75,,,-294.0659808,,3.219777778,86.67609848,,,,,,4480.273635,,,,
4495,292.7475,,,-294.0927837,,3.216388889,86.68739597,,,,,,4480.772786,,,,
4495.5,292.745,,,-294.1195866,,3.213,86.69869347,,,,,,4481.271937,,,,
4496,292.7425,,,-294.1463895,,3.209611111,86.70999096,,,,,,4481.771087,,,,
4496.5,292.74,,,-294.1731924,,3.206222222,86.72128845,,,,,,4482.270238,,,,
4497,292.7375,,,-294.1999953,,3.202833333,86.73258595,,,,,,4482.769389,,,,
4497.5,292.735,,,-294.2267982,,3.199444444,86.74388344,,,,,,4483.26854,,,,
4498,292.7325,,,-294.2536011,,3.196055556,86.75518094,,,,,,4483.767691,,,,
4498.5,292.73,,,-294.280404,,3.192666667,86.76647843,,,,,,4484.266842,,,,
4499,292.7275,,,-294.3072069,,3.189277778,86.77777593,,,,,,4484.765993,,,,
4499.5,292.725,,,-294.3340098,,3.185888889,86.78907342,,,,,,4485.265144,,,,
4500,292.7225,,,-294.3608127,,3.1825,86.80037092,,,,,,4485.764295,,,,
4500.5,292.72,,,-294.3876156,,3.179111111,86.81166841,,,,,,4486.263445,,,,
4501,292.7175,,,-294.4144185,,3.175722222,86.82296591,,,,,,4486.762596,,,,
4501.5,292.715,,,-294.4412214,,3.172333333,86.8342634,,,,,,4487.261747,,,,
4502,292.7125,,,-294.4680243,,3.168944444,86.8455609,,,,,,4487.760898,,,,
4502.5,292.71,,,-294.4948272,,3.165555556,86.85685839,,,,,,4488.260049,,,,
4503,292.7075,,,-294.5216301,,3.162166667,86.86815589,,,,,,4488.7592,,,,
4503.5,292.705,,,-294.548433,,3.158777778,86.87945338,,,,,,4489.258351,,,,
4504,292.7025,,,-294.5752359,,3.155388889,86.89075087,,,,,,4489.757502,,,,
4504.5,292.7,,,-294.6020388,,3.152,86.90204837,,,,,,4490.256652,,,,
4505,292.6975,,,-294.6288417,,3.148611111,86.91334586,,,,,,4490.755803,,,,
4505.5,292.695,,,-294.6556446,,3.145222222,86.92464336,,,,,,4491.254954,,,,
4506,292.6925,,,-294.6824475,,3.141833333,86.93594085,,,,,,4491.754105,,,,
4506.5,292.69,,,-294.7092504,,3.138444444,86.94723835,,,,,,4492.253256,,,,
4507,292.6875,,,-294.7360533,,3.135055556,86.95853584,,,,,,4492.752407,,,,
4507.5,292.685,,,-294.7628562,,3.131666667,86.96983334,,,,,,4493.251558,,,,
4508,292.6825,,,-294.7896591,,3.128277778,86.98113083,,,,,,4493.750709,,,,
4508.5,292.68,,,-294.816462,,3.124888889,86.99242833,,,,,,4494.24986,,,,
4509,292.6775,,,-294.8432649,,3.1215,87.00372582,,,,,,4494.74901,,,,
4509.5,292.675,,,-294.8700678,,3.118111111,87.01502332,,,,,,4495.248161,,,,
4510,292.6725,,,-294.8968707,,3.114722222,87.02632081,,,,,,4495.747312,,,,
4510.5,292.67,,,-294.9236736,,3.111333333,87.03761831,,,,,,4496.246463,,,,
4511,292.6675,,,-294.9504765,,3.107944444,87.0489158,,,,,,4496.745614,,,,
4511.5,292.665,,,-294.9772794,,3.104555556,87.0602133,,,,,,4497.244765,,,,
4512,292.6625,,,-295.0040823,,3.101166667,87.07151079,,,,,,4497.743916,,,,
4512.5,292.66,,,-295.0308852,,3.097777778,87.08280828,,,,,,4498.243067,,,,
4513,292.6575,,,-295.0576881,,3.094388889,87.09410578,,,,,,4498.742218,,,,
4513.5,292.655,,,-295.084491,,3.091,87.10540327,,,,,,4499.241368,,,,
4514,292.6525,,,-295.1112939,,3.087611111,87.11670077,,,,,,4499.740519,,,,
4514.5,292.65,,,-295.1380968,,3.084222222,87.12799826,,,,,,4500.23967,,,,
4515,292.6475,,,-295.1648997,,3.080833333,87.13929576,,,,,,4500.738821,,,,
4515.5,292.645,,,-295.1917026,,3.077444444,87.15059325,,,,,,4501.237972,,,,
4516,292.6425,,,-295.2185055,,3.074055556,87.16189075,,,,,,4501.737123,,,,
4516.5,292.64,,,-295.2453084,,3.070666667,87.17318824,,,,,,4502.236274,,,,
4517,292.6375,,,-295.2721113,,3.067277778,87.18448574,,,,,,4502.735425,,,,
4517.5,292.635,,,-295.2989142,,3.063888889,87.19578323,,,,,,4503.234575,,,,
4518,292.6325,,,-295.3257171,,3.0605,87.20708073,,,,,,4503.733726,,,,
4518.5,292.63,,,-295.35252,,3.057111111,87.21837822,,,,,,4504.232877,,,,
4519,292.6275,,,-295.3793229,,3.053722222,87.22967572,,,,,,4504.732028,,,,
4519.5,292.625,,,-295.4061258,,3.050333333,87.24097321,,,,,,4505.231179,,,,
4520,292.6225,,,-295.4329287,,3.046944444,87.2522707,,,,,,4505.73033,,,,
4520.5,292.62,,,-295.4597316,,3.043555556,87.2635682,,,,,,4506.229481,,,,
4521,292.6175,,,-295.4865345,,3.040166667,87.27486569,,,,,,4506.728632,,,,
4521.5,292.615,,,-295.5133374,,3.036777778,87.28616319,,,,,,4507.227783,,,,
4522,292.6125,,,-295.5401403,,3.033388889,87.29746068,,,,,,4507.726933,,,,
4522.5,292.61,,,-295.5669432,,3.03,87.30875818,,,,,,4508.226084,,,,
4523,292.5698889,,,-295.5934374,,3.032055556,87.31777352,,,,,,4508.725299,,,,
4523.5,292.5297778,,,-295.6199316,,3.034111111,87.32678887,,,,,,4509.224513,,,,
4524,292.4896667,,,-295.6464258,,3.036166667,87.33580422,,,,,,4509.723727,,,,
4524.5,292.4495556,,,-295.67292,,3.038222222,87.34481956,,,,,,4510.222941,,,,
4525,292.4094444,,,-295.6994142,,3.040277778,87.35383491,,,,,,4510.722156,,,,
4525.5,292.3693333,,,-295.7259084,,3.042333333,87.36285025,,,,,,4511.22137,,,,
4526,292.3292222,,,-295.7524026,,3.044388889,87.3718656,,,,,,4511.720584,,,,
4526.5,292.2891111,,,-295.7788968,,3.046444444,87.38088095,,,,,,4512.219798,,,,
4527,292.249,,,-295.805391,,3.0485,87.38989629,,,,,,4512.719013,,,,
4527.5,292.2088889,,,-295.8318852,,3.050555556,87.39891164,,,,,,4513.218227,,,,
4528,292.1687778,,,-295.8583795,,3.052611111,87.40792698,,,,,,4513.717441,,,,
4528.5,292.1286667,,,-295.8848737,,3.054666667,87.41694233,,,,,,4514.216655,,,,
4529,292.0885556,,,-295.9113679,,3.056722222,87.42595767,,,,,,4514.71587,,,,
4529.5,292.0484444,,,-295.9378621,,3.058777778,87.43497302,,,,,,4515.215084,,,,
4530,292.0083333,,,-295.9643563,,3.060833333,87.44398837,,,,,,4515.714298,,,,
4530.5,291.9682222,,,-295.9908505,,3.062888889,87.45300371,,,,,,4516.213512,,,,
4531,291.9281111,,,-296.0173447,,3.064944444,87.46201906,,,,,,4516.712727,,,,
4531.5,291.888,,,-296.0438389,,3.067,87.4710344,,,,,,4517.211941,,,,
4532,291.8478889,,,-296.0703331,,3.069055556,87.48004975,,,,,,4517.711155,,,,
4532.5,291.8077778,,,-296.0968273,,3.071111111,87.4890651,,,,,,4518.21037,,,,
4533,291.7676667,,,-296.1233215,,3.073166667,87.49808044,,,,,,4518.709584,,,,
4533.5,291.7275556,,,-296.1498157,,3.075222222,87.50709579,,,,,,4519.208798,,,,
4534,291.6874444,,,-296.1763099,,3.077277778,87.51611113,,,,,,4519.708012,,,,
4534.5,291.6473333,,,-296.2028041,,3.079333333,87.52512648,,,,,,4520.207227,,,,
4535,291.6072222,,,-296.2292983,,3.081388889,87.53414183,,,,,,4520.706441,,,,
4535.5,291.5671111,,,-296.2557925,,3.083444444,87.54315717,,,,,,4521.205655,,,,
4536,291.527,,,-296.2822867,,3.0855,87.55217252,,,,,,4521.704869,,,,
4536.5,291.4868889,,,-296.308781,,3.087555556,87.56118786,,,,,,4522.204084,,,,
4537,291.4467778,,,-296.3352752,,3.089611111,87.57020321,,,,,,4522.703298,,,,
4537.5,291.4066667,,,-296.3617694,,3.091666667,87.57921856,,,,,,4523.202512,,,,
4538,291.3665556,,,-296.3882636,,3.093722222,87.5882339,,,,,,4523.701726,,,,
4538.5,291.3264444,,,-296.4147578,,3.095777778,87.59724925,,,,,,4524.200941,,,,
4539,291.2863333,,,-296.441252,,3.097833333,87.60626459,,,,,,4524.700155,,,,
4539.5,291.2462222,,,-296.4677462,,3.099888889,87.61527994,,,,,,4525.199369,,,,
4540,291.2061111,,,-296.4942404,,3.101944444,87.62429528,,,,,,4525.698583,,,,
4540.5,291.166,,,-296.5207346,,3.104,87.63331063,,,,,,4526.197798,,,,
4541,291.1258889,,,-296.5472288,,3.106055556,87.64232598,,,,,,4526.697012,,,,
4541.5,291.0857778,,,-296.573723,,3.108111111,87.65134132,,,,,,4527.196226,,,,
4542,291.0456667,,,-296.6002172,,3.110166667,87.66035667,,,,,,4527.69544,,,,
4542.5,291.0055556,,,-296.6267114,,3.112222222,87.66937201,,,,,,4528.194655,,,,
4543,290.9654444,,,-296.6532056,,3.114277778,87.67838736,,,,,,4528.693869,,,,
4543.5,290.9253333,,,-296.6796998,,3.116333333,87.68740271,,,,,,4529.193083,,,,
4544,290.8852222,,,-296.706194,,3.118388889,87.69641805,,,,,,4529.692297,,,,
4544.5,290.8451111,,,-296.7326882,,3.120444444,87.7054334,,,,,,4530.191512,,,,
4545,290.805,,,-296.7591825,,3.1225,87.71444874,,,,,,4530.690726,,,,
4545.5,290.7648889,,,-296.7856767,,3.124555556,87.72346409,,,,,,4531.18994,,,,
4546,290.7247778,,,-296.8121709,,3.126611111,87.73247944,,,,,,4531.689154,,,,
4546.5,290.6846667,,,-296.8386651,,3.128666667,87.74149478,,,,,,4532.188369,,,,
4547,290.6445556,,,-296.8651593,,3.130722222,87.75051013,,,,,,4532.687583,,,,
4547.5,290.6044444,,,-296.8916535,,3.132777778,87.75952547,,,,,,4533.186797,,,,
4548,290.5643333,,,-296.9181477,,3.134833333,87.76854082,,,,,,4533.686012,,,,
4548.5,290.5242222,,,-296.9446419,,3.136888889,87.77755616,,,,,,4534.185226,,,,
4549,290.4841111,,,-296.9711361,,3.138944444,87.78657151,,,,,,4534.68444,,,,
4549.5,290.444,,,-296.9976303,,3.141,87.79558686,,,,,,4535.183654,,,,
4550,290.4038889,,,-297.0241245,,3.143055556,87.8046022,,,,,,4535.682869,,,,
4550.5,290.3637778,,,-297.0506187,,3.145111111,87.81361755,,,,,,4536.182083,,,,
4551,290.3236667,,,-297.0771129,,3.147166667,87.82263289,,,,,,4536.681297,,,,
4551.5,290.2835556,,,-297.1036071,,3.149222222,87.83164824,,,,,,4537.180511,,,,
4552,290.2434444,,,-297.1301013,,3.151277778,87.84066359,,,,,,4537.679726,,,,
4552.5,290.2033333,,,-297.1565955,,3.153333333,87.84967893,,,,,,4538.17894,,,,
4553,290.1632222,,,-297.1830897,,3.155388889,87.85869428,,,,,,4538.678154,,,,
4553.5,290.1231111,,,-297.209584,,3.157444444,87.86770962,,,,,,4539.177368,,,,
4554,290.083,,,-297.2360782,,3.1595,87.87672497,,,,,,4539.676583,,,,
4554.5,290.0428889,,,-297.2625724,,3.161555556,87.88574032,,,,,,4540.175797,,,,
4555,290.0027778,,,-297.2890666,,3.163611111,87.89475566,,,,,,4540.675011,,,,
4555.5,289.9626667,,,-297.3155608,,3.165666667,87.90377101,,,,,,4541.174225,,,,
4556,289.9225556,,,-297.342055,,3.167722222,87.91278635,,,,,,4541.67344,,,,
4556.5,289.8824444,,,-297.3685492,,3.169777778,87.9218017,,,,,,4542.172654,,,,
4557,289.8423333,,,-297.3950434,,3.171833333,87.93081705,,,,,,4542.671868,,,,
4557.5,289.8022222,,,-297.4215376,,3.173888889,87.93983239,,,,,,4543.171082,,,,
4558,289.7621111,,,-297.4480318,,3.175944444,87.94884774,,,,,,4543.670297,,,,
4558.5,289.722,,,-297.474526,,3.178,87.95786308,,,,,,4544.169511,,,,
4559,289.6818889,,,-297.5010202,,3.180055556,87.96687843,,,,,,4544.668725,,,,
4559.5,289.6417778,,,-297.5275144,,3.182111111,87.97589377,,,,,,4545.167939,,,,
4560,289.6016667,,,-297.5540086,,3.184166667,87.98490912,,,,,,4545.667154,,,,
4560.5,289.5615556,,,-297.5805028,,3.186222222,87.99392447,,,,,,4546.166368,,,,
4561,289.5214444,,,-297.606997,,3.188277778,88.00293981,,,,,,4546.665582,,,,
4561.5,289.4813333,,,-297.6334912,,3.190333333,88.01195516,,,,,,4547.164797,,,,
4562,289.4412222,,,-297.6599855,,3.192388889,88.0209705,,,,,,4547.664011,,,,
4562.5,289.4011111,,,-297.6864797,,3.194444444,88.02998585,,,,,,4548.163225,,,,
4563,289.361,,,-297.7129739,,3.1965,88.0390012,,,,,,4548.662439,,,,
4563.5,289.3208889,,,-297.7394681,,3.198555556,88.04801654,,,,,,4549.161654,,,,
4564,289.2807778,,,-297.7659623,,3.200611111,88.05703189,,,,,,4549.660868,,,,
4564.5,289.2406667,,,-297.7924565,,3.202666667,88.06604723,,,,,,4550.160082,,,,
4565,289.2005556,,,-297.8189507,,3.204722222,88.07506258,,,,,,4550.659296,,,,
4565.5,289.1604444,,,-297.8454449,,3.206777778,88.08407793,,,,,,4551.158511,,,,
4566,289.1203333,,,-297.8719391,,3.208833333,88.09309327,,,,,,4551.657725,,,,
4566.5,289.0802222,,,-297.8984333,,3.210888889,88.10210862,,,,,,4552.156939,,,,
4567,289.0401111,,,-297.9249275,,3.212944444,88.11112396,,,,,,4552.656153,,,,
4567.5,289,,,-297.9514217,,3.215,88.12013931,,,,,,4553.155368,,,,
4568,288.9598889,,,-297.9779159,,3.217055556,88.12915466,,,,,,4553.654582,,,,
4568.5,288.9197778,,,-298.0044101,,3.219111111,88.13817,,,,,,4554.153796,,,,
4569,288.8796667,,,-298.0309043,,3.221166667,88.14718535,,,,,,4554.65301,,,,
4569.5,288.8395556,,,-298.0573985,,3.223222222,88.15620069,,,,,,4555.152225,,,,
4570,288.7994444,,,-298.0838927,,3.225277778,88.16521604,,,,,,4555.651439,,,,
4570.5,288.7593333,,,-298.110387,,3.227333333,88.17423138,,,,,,4556.150653,,,,
4571,288.7192222,,,-298.1368812,,3.229388889,88.18324673,,,,,,4556.649867,,,,
4571.5,288.6791111,,,-298.1633754,,3.231444444,88.19226208,,,,,,4557.149082,,,,
4572,288.639,,,-298.1898696,,3.2335,88.20127742,,,,,,4557.648296,,,,
4572.5,288.5988889,,,-298.2163638,,3.235555556,88.21029277,,,,,,4558.14751,,,,
4573,288.5587778,,,-298.242858,,3.237611111,88.21930811,,,,,,4558.646724,,,,
4573.5,288.5186667,,,-298.2693522,,3.239666667,88.22832346,,,,,,4559.145939,,,,
